ADDRESS,CAMERA ID,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
2705 W IRVING PARK,CHI079,04/29/2018,149,1157555.242825448,1926426.21147583,41.953875265,-87.69620408899999,"(41.95387526461699, -87.69620408862693)"
8318 S ASHLAND AVE,CHI169,04/29/2018,59,1167083.227060742,1849460.261274806,41.742473855,-87.66338548,"(41.74247385456547, -87.66338547998558)"
57 E 95TH,CHI035,04/29/2018,5,1178586.98154429,1841966.713809109,41.721657133,-87.621462899,"(41.72165713317433, -87.62146289865515)"
450 N COLUMBUS DR,CHI125,04/29/2018,5,1178351.216208364,1903356.801857411,41.890122353,-87.620461395,"(41.890122352505166, -87.62046139513696)"
4124 W FOSTER AVE,CHI003,04/29/2018,156,1147852.58857067,1934274.994738347,41.975605302,-87.731669795,"(41.97560530194193, -87.73166979484374)"
5471 W HIGGINS,CHI102,04/29/2018,32,1139071.529638349,1931897.937514376,41.969247149,-87.76401945100001,"(41.96924714863934, -87.76401945149458)"
140 N ASHLAND,CHI076,04/29/2018,20,1165683.996995108,1901211.265605895,41.884514197,-87.667042094,"(41.88451419700416, -87.66704209415728)"
4433 N WESTERN,CHI055,04/29/2018,24,1159610.1416344391,1929516.781948006,41.962313789,-87.688564554,"(41.96231378868856, -87.68856455418805)"
2513 W 55TH,CHI070,04/29/2018,13,1160431.7488699341,1868077.6747288718,41.793702249,-87.687244272,"(41.79370224937009, -87.68724427195639)"
10318 S INDIANAPOLIS,CHI120,04/29/2018,167,1203645.368140905,1837056.144574041,41.707576903,-87.529848261,"(41.70757690291348, -87.52984826112849)"
5432 W LAWRENCE,CHI103,04/29/2018,2,1139099.594130043,1931391.06349442,41.96785573,-87.76392864399999,"(41.96785573012919, -87.76392864369929)"
1315 W GARFIELD BLVD,CHI121,04/29/2018,37,1168444.530011629,1868118.434806125,41.793645091,-87.65786076399999,"(41.793645091444645, -87.6578607639445)"
4436 N WESTERN,CHI094,04/29/2018,17,1159528.872859255,1929555.5505854841,41.96242185,-87.688862275,"(41.9624218495406, -87.68886227502836)"
3034 W FOSTER,CHI025,04/29/2018,18,1155157.924620047,1934429.0282307658,41.97588404,-87.704801123,"(41.9758840401294, -87.70480112338926)"
3646 W MADISON,CHI009,04/29/2018,28,1151844.874455435,1899804.7533277469,41.880938186,-87.71789844899999,"(41.88093818643283, -87.71789844857646)"
3535 E 95TH ST,CHI140,04/30/2018,4,1201486.255858151,1842590.389225195,41.722818321999995,-87.537567465,"(41.722818322421595, -87.53756746533104)"
629 S STATE,CHI033,04/30/2018,36,1176497.696371563,1897411.293953239,41.873849599,-87.627447875,"(41.873849598744286, -87.62744787497319)"
215 E 63RD ST,CHI146,04/30/2018,139,1178876.815966598,1863250.9681009091,41.780056986999995,-87.61975472,"(41.78005698693417, -87.6197547203603)"
3534 N WESTERN,CHI027,04/30/2018,74,1159704.098937127,1923558.7180794391,41.945962587,-87.688383964,"(41.9459625867886, -87.68838396394528)"
3851 W 79th,CHI073,04/30/2018,4,1151859.077753413,1851860.018482846,41.749370908,-87.719104675,"(41.74937090787529, -87.71910467544157)"
3542 E 95TH ST,CHI141,04/30/2018,4,1201629.279994198,1842674.179369794,41.72304462,-87.53704075799999,"(41.72304461975978, -87.5370407583455)"
2326 W CERMAK RD,CHI111,04/30/2018,3,1161063.270222802,1889382.9992524032,41.852153505,-87.68433838899999,"(41.85215350507168, -87.68433838912533)"
1901 E 75TH ST,CHI138,04/30/2018,14,1190192.110150425,1855579.523137741,41.75874077,-87.57851859,"(41.758740770124234, -87.57851859043261)"
5428 S PULASKI,CHI060,04/30/2018,5,1150589.458033809,1868170.607441069,41.794154584,-87.72333321299999,"(41.7941545839503, -87.72333321258739)"
449 N COLUMBUS DR,CHI124,04/30/2018,7,1178428.35425324,1903326.613409231,41.890037755,-87.620179034,"(41.89003775504898, -87.62017903427099)"
4045 W 55TH,CHI061,04/30/2018,6,1150149.5350973809,1867775.778433654,41.793079668000004,-87.724956656,"(41.79307966774864, -87.72495665631904)"
5532 S KEDZIE AVE,CHI164,04/30/2018,7,1155954.012564287,1867613.622315444,41.792519997,-87.70367640299999,"(41.79251999694851, -87.70367640326066)"
7826 S PULASKI,CHI072,04/30/2018,10,1151040.67965499,1852282.476313374,41.750546198,-87.722092656,"(41.75054619772355, -87.72209265589272)"
1229 N WESTERN AVE,CHI127,04/30/2018,40,1160222.668005384,1908226.0930036998,41.903878079,-87.686902742,"(41.90387807933294, -87.68690274176198)"
4965 S ARCHER,CHI032,04/30/2018,17,1150880.680088461,1871373.743751604,41.80293879,-87.722181792,"(41.802938790166, -87.72218179156356)"
62 E 95TH,CHI036,04/30/2018,8,1178615.953706068,1842047.62197816,41.721878498,-87.621354328,"(41.72187849819265, -87.62135432849777)"
5432 W LAWRENCE,CHI103,04/30/2018,2,1139099.594130043,1931391.06349442,41.96785573,-87.76392864399999,"(41.96785573012919, -87.76392864369929)"
2603 W 79TH,CHI066,04/30/2018,2,1160350.070879175,1852097.8260689732,41.74985294,-87.687983475,"(41.749852940263196, -87.68798347502599)"
4929 S PULASKI,CHI030,04/30/2018,30,1150573.998715103,1871490.401558551,41.803264895,-87.72330350899999,"(41.80326489471, -87.72330350914287)"
3810 W BELMONT AVE,CHI089,04/30/2018,2,1150363.864127394,1921047.10093015,41.939258231,-87.72278142799999,"(41.93925823071868, -87.72278142793657)"
1638 N ASHLAND AVE,CHI113,04/30/2018,14,1165381.327302703,1911149.564060055,41.911792045,-87.667870459,"(41.91179204452259, -87.66787045896686)"
3832 W 79TH,CHI074,04/30/2018,10,1151723.352626897,1851984.5046339792,41.749715177,-87.719598779,"(41.749715176851936, -87.71959877920995)"
141 N ASHLAND,CHI075,04/30/2018,1,1165763.976938881,1901213.0568607382,41.884517408,-87.66674834700001,"(41.88451740794813, -87.66674834697315)"
1110 S PULASKI RD,CHI163,04/30/2018,14,1149841.165943524,1894930.809093216,41.867602722,-87.725382743,"(41.86760272243294, -87.7253827433152)"
6510 W BRYN MAWR AVE,CHI158,04/30/2018,41,1131748.243094333,1936860.226367278,41.982994526999995,-87.79083208799999,"(41.98299452666102, -87.79083208818419)"
3047 W JACKSON BLVD,CHI122,04/30/2018,13,1155924.803933969,1898487.691160325,41.877242774,-87.702952689,"(41.877242773826396, -87.7029526885659)"
2550 W 79TH,CHI067,04/30/2018,3,1160502.556225173,1852230.0317325331,41.750212593,-87.68742106299999,"(41.75021259302275, -87.6874210628529)"
1440 W CERMAK RD,CHI143,04/30/2018,17,1166927.4522247391,1889554.984178115,41.85250181,-87.662810318,"(41.85250180995818, -87.66281031843234)"
4040 W CHICAGO AVE,CHI108,04/30/2018,31,1149149.69828245,1905073.431920491,41.895448621,-87.727658471,"(41.895448620893006, -87.72765847088665)"
11153 S VINCENNES,CHI022,04/30/2018,20,1167028.75294598,1830593.6014770658,41.690701951,-87.664122385,"(41.690701951255015, -87.66412238501842)"
6125 N CICERO AVE,CHI114,04/30/2018,10,1143321.446253045,1940251.313896504,41.992090875,-87.74818249,"(41.99209087530193, -87.74818249018868)"
14 W CHICAGO AVE,CHI139,04/30/2018,4,1176065.949659871,1905763.820506745,41.896779126999995,-87.628781249,"(41.89677912747405, -87.6287812485988)"
2109 E 87TH ST,CHI145,04/30/2018,47,1191794.819430013,1847666.1661950282,41.736987090999996,-87.572901178,"(41.7369870911534, -87.57290117806258)"
11144 S VINCENNES,CHI023,04/30/2018,38,1166993.61310625,1830711.216507448,41.691025456,-87.66424769,"(41.69102545584918, -87.6642476900556)"
630 S STATE,CHI034,04/30/2018,42,1176418.004996675,1897401.384626672,41.873824205,-87.62774075899999,"(41.87382420497741, -87.62774075943143)"
4041 W CHICAGO AVE,CHI107,04/30/2018,17,1149134.784201944,1904992.924714128,41.89522799,-87.727715334,"(41.89522798956752, -87.72771533433409)"
4446 N BROADWAY,CHI097,04/30/2018,1,1168458.604334415,1929791.618716743,41.962880635,-87.65602445,"(41.96288063517309, -87.6560244499908)"
2549 W ADDISON,CHI028,04/30/2018,86,1158541.126361602,1923785.1348612832,41.946607822,-87.69265244,"(41.94660782159649, -87.69265243951607)"
4040 W 55TH,CHI062,04/30/2018,15,1150194.312710597,1867856.573495409,41.793300511999995,-87.72479036200001,"(41.79330051203649, -87.72479036232271)"
2335 W CERMAK RD,CHI110,04/30/2018,3,1160979.627413278,1889300.744309286,41.851929523,-87.68464766299999,"(41.85192952334165, -87.68464766256305)"
3111 N ASHLAND AVE,CHI171,04/30/2018,1,1165145.222818929,1920790.84196687,41.938253306,-87.66846320200001,"(41.938253305553516, -87.66846320182256)"
4042 W NORTH AVE,CHI161,04/30/2018,7,1149005.647148129,1910365.1508732382,41.909972425,-87.72805041,"(41.90997242450237, -87.72805040969816)"
2115 S WESTERN AVE,CHI134,04/30/2018,7,1160735.325566845,1889829.27935108,41.853384939,-87.68552968200001,"(41.85338493884992, -87.68552968203949)"
732 N PULASKI RD,CHI109,04/30/2018,18,1149547.986237495,1904731.7585636291,41.894503309,-87.726204522,"(41.89450330881178, -87.72620452246953)"
5440 W GRAND,CHI043,04/30/2018,15,1139652.88459503,1913310.682326263,41.918231266,-87.76233705799999,"(41.91823126606235, -87.7623370579504)"
4429 N BROADWAY,CHI096,04/30/2018,3,1168597.252171523,1929689.1863076459,41.962596549000004,-87.655517675,"(41.962596548691735, -87.65551767517252)"
2432 N ASHLAND,CHI092,04/30/2018,4,1165215.788124507,1916401.7542988681,41.926207903000005,-87.668328977,"(41.92620790295943, -87.66832897708693)"
3809 W BELMONT AVE,CHI088,04/30/2018,5,1150401.300499035,1920967.933084685,41.939040256,-87.722645911,"(41.939040255975605, -87.72264591078833)"
3521 N WESTERN,CHI026,04/30/2018,50,1159788.440574137,1923417.775809662,41.945574091,-87.688077853,"(41.945574090874274, -87.68807785258112)"
5446 W FULLERTON,CHI042,04/30/2018,28,1139459.798121728,1915458.446013142,41.924128491,-87.762993999,"(41.92412849125162, -87.76299399881007)"
1635 N ASHLAND AVE,CHI112,04/30/2018,51,1165462.4811301879,1911110.82578422,41.911684016,-87.66757343,"(41.91168401599584, -87.66757342998466)"
2513 W 55TH,CHI070,04/30/2018,10,1160431.7488699341,1868077.6747288718,41.793702249,-87.687244272,"(41.79370224937009, -87.68724427195639)"
7739 S WESTERN,CHI064,04/30/2018,19,,,,,
6330 S MARTIN LUTHER KING,CHI148,04/30/2018,35,1179971.443247905,1862983.346065067,41.779297609000004,-87.615749875,"(41.77929760923632, -87.61574987538572)"
1117 S PULASKI RD,CHI162,04/30/2018,17,1149923.14048066,1894858.183193096,41.867401835,-87.725083688,"(41.867401834997956, -87.72508368792016)"
3116 N NARRAGANSETT AVE,CHI132,04/30/2018,2,1133159.075197319,1920109.5593728991,41.93700435,-87.786036722,"(41.93700435024341, -87.78603672187927)"
7518 S VINCENNES,CHI063,04/30/2018,21,1175649.435042562,1855003.1916943858,41.75749704,-87.631833328,"(41.75749703994495, -87.63183332832696)"
2416 W 103RD ST,CHI154,04/30/2018,1,1161995.609362911,1836307.3126171932,41.706487201,-87.682391059,"(41.70648720051648, -87.68239105927896)"
5433 S PULASKI,CHI059,04/30/2018,9,1150670.689050764,1868131.267079955,41.794045046,-87.72303636299999,"(41.79404504596532, -87.72303636259336)"
19 W CHICAGO AVE,CHI133,04/30/2018,13,1176000.008484107,1905682.004927479,41.896556106999995,-87.629025904,"(41.89655610710888, -87.62902590382873)"
2440 W 51ST ST,CHI099,04/30/2018,1,1160778.794818196,1870825.599642465,41.801235748,-87.68589577899999,"(41.80123574797641, -87.68589577919322)"
346 W 76th ST,CHI136,04/30/2018,7,1175111.6405482942,1854589.688795628,41.756374355,-87.633816585,"(41.7563743554102, -87.6338165847716)"
450 N COLUMBUS DR,CHI125,04/30/2018,11,1178351.216208364,1903356.801857411,41.890122353,-87.620461395,"(41.890122352505166, -87.62046139513696)"
4843 W FULLERTON,CHI044,04/30/2018,32,1143534.1060429842,1915477.8245049168,41.92410633,-87.74802266399999,"(41.92410632982652, -87.74802266359677)"
5006 S WESTERN BLVD,CHI173,04/30/2018,37,1161333.9685091001,1871365.4147041482,41.802705576,-87.68384478899999,"(41.80270557565183, -87.68384478927206)"
4674 W PETERSON AVE,CHI116,04/30/2018,19,1144100.8404128458,1939510.241737531,41.990042674,-87.745334319,"(41.99004267366519, -87.7453343185986)"
7833 S PULASKI,CHI071,04/30/2018,24,1151122.446651206,1852224.1440529209,41.75038453,-87.721794539,"(41.75038452958284, -87.72179453872008)"
6514 W BELMONT AVE,CHI106,04/30/2018,2,1132317.345183897,1920604.4749947519,41.938377159,-87.789118713,"(41.93837715933998, -87.78911871294291)"
2448 N CLYBOURN AVE,CHI090,04/30/2018,14,1164505.928359546,1916376.3768098159,41.926153343,-87.67093808700001,"(41.926153342916486, -87.67093808722792)"
5739 N NORTHWEST HWY,CHI156,04/30/2018,16,1132581.461485981,1938004.2788999868,41.986119389,-87.78774082700001,"(41.98611938850496, -87.7877408267013)"
3137 W PETERSON,CHI024,04/30/2018,2,1154183.287274807,1939668.834930217,41.990281914,-87.70824462600001,"(41.9902819135942, -87.70824462568225)"
1226 N WESTERN AVE,CHI128,04/30/2018,23,1160143.276466612,1908203.273733476,41.903817103,-87.687194998,"(41.90381710275111, -87.6871949977686)"
7738 S WESTERN,CHI065,04/30/2018,10,,,,,
6443 W BELMONT AVE,CHI105,04/30/2018,3,1132715.909031448,1920535.6191020731,41.938181259000004,-87.787655485,"(41.938181258548575, -87.78765548502582)"
4707 W PETERSON AVE,CHI115,04/30/2018,36,1143859.071304929,1939422.942112187,41.989807669,-87.74622580399999,"(41.98980766908236, -87.74622580384673)"
3130 N ASHLAND AVE,CHI172,04/30/2018,30,1165057.801533191,1920991.385440163,41.938805468000005,-87.668778779,"(41.93880546751142, -87.66877877931208)"
2108 S WESTERN AVE,CHI135,04/30/2018,6,1160653.576373094,1889897.05800109,41.853572622,-87.685827855,"(41.853572622430164, -87.6858278546488)"
2329 W DIVISION ST,CHI129,04/30/2018,12,1160535.84687459,1907882.7396589268,41.902929409,-87.68576188,"(41.90292940885378, -87.68576187971952)"
3843 W 111TH,CHI048,04/30/2018,21,1152527.402615974,1830667.777755826,41.691202396,-87.71721139899999,"(41.69120239624487, -87.71721139909997)"
5509 W FULLERTON,CHI041,04/30/2018,25,1139212.2827424,1915372.613784541,41.923897472,-87.76390557799999,"(41.92389747217995, -87.76390557836874)"
2912 W ROOSEVELT,CHI020,04/30/2018,16,1157040.212662274,1894612.12813304,41.866585283,-87.698962375,"(41.86658528313424, -87.69896237494204)"
4042 W ROOSEVELT RD,CHI160,04/30/2018,28,1149437.132077646,1894437.686517121,41.866257378,-87.72687882,"(41.866257378192785, -87.72687882014701)"
5030 S PULASKI,CHI031,04/30/2018,54,1150513.081876743,1870811.076557055,41.801401913,-87.72354459799999,"(41.80140191299459, -87.72354459803559)"
2443 N ASHLAND,CHI091,04/30/2018,31,1165293.159880782,1916479.2217672332,41.926418831,-87.668042465,"(41.926418831263994, -87.66804246498943)"
3130 N ASHLAND AVE,CHI172,05/01/2018,30,1165057.801533191,1920991.385440163,41.938805468000005,-87.668778779,"(41.93880546751142, -87.66877877931208)"
6330 S MARTIN LUTHER KING,CHI148,05/01/2018,33,1179971.443247905,1862983.346065067,41.779297609000004,-87.615749875,"(41.77929760923632, -87.61574987538572)"
2721 W MONTROSE,CHI078,05/01/2018,1,1157328.845238545,1929075.390070401,41.961149383,-87.69696403399999,"(41.96114938287925, -87.69696403378589)"
7826 S PULASKI,CHI072,05/01/2018,5,1151040.67965499,1852282.476313374,41.750546198,-87.722092656,"(41.75054619772355, -87.72209265589272)"
141 N ASHLAND,CHI075,05/01/2018,1,1165763.976938881,1901213.0568607382,41.884517408,-87.66674834700001,"(41.88451740794813, -87.66674834697315)"
62 E 95TH,CHI036,05/01/2018,13,1178615.953706068,1842047.62197816,41.721878498,-87.621354328,"(41.72187849819265, -87.62135432849777)"
515 S CENTRAL AVE,CHI057,04/30/2018,4,1139183.475728338,1896944.5811828282,41.87332924,-87.764460415,"(41.873329240103914, -87.76446041521123)"
4436 N WESTERN,CHI094,05/01/2018,8,1159528.872859255,1929555.5505854841,41.96242185,-87.688862275,"(41.9624218495406, -87.68886227502836)"
9618 S EWING AVE,CHI142,05/01/2018,30,1202074.876819482,1841844.576675849,41.720756806,-87.53543678700001,"(41.72075680558273, -87.53543678735923)"
5446 W FULLERTON,CHI042,05/01/2018,16,1139459.798121728,1915458.446013142,41.924128491,-87.762993999,"(41.92412849125162, -87.76299399881007)"
450 N COLUMBUS DR,CHI125,05/01/2018,13,1178351.216208364,1903356.801857411,41.890122353,-87.620461395,"(41.890122352505166, -87.62046139513696)"
4040 W CHICAGO AVE,CHI108,05/01/2018,36,1149149.69828245,1905073.431920491,41.895448621,-87.727658471,"(41.895448620893006, -87.72765847088665)"
6909 S KEDZIE,CHI014,04/30/2018,54,1156276.17519456,1858582.894182457,41.767731869,-87.70273790700001,"(41.76773186901884, -87.70273790708362)"
3034 W FOSTER,CHI025,05/01/2018,13,1155157.924620047,1934429.0282307658,41.97588404,-87.704801123,"(41.9758840401294, -87.70480112338926)"
2900 W OGDEN,CHI021,05/01/2018,82,1157135.919535262,1892361.67589724,41.860407864,-87.69867209899999,"(41.86040786445197, -87.69867209877323)"
3832 W 79TH,CHI074,05/01/2018,19,1151723.352626897,1851984.5046339792,41.749715177,-87.719598779,"(41.749715176851936, -87.71959877920995)"
6250 W FULLERTON,CHI040,04/30/2018,11,1134113.48240834,1915315.343641525,41.923831699000004,-87.78264224200001,"(41.92383169923362, -87.78264224184598)"
3137 W PETERSON,CHI024,05/01/2018,3,1154183.287274807,1939668.834930217,41.990281914,-87.70824462600001,"(41.9902819135942, -87.70824462568225)"
6818 S KEDZIE,CHI018,04/30/2018,49,1156183.4762995,1859144.993983757,41.769276221,-87.703062595,"(41.769276221338444, -87.70306259506)"
7833 S PULASKI,CHI071,05/01/2018,25,1151122.446651206,1852224.1440529209,41.75038453,-87.721794539,"(41.75038452958284, -87.72179453872008)"
3047 W JACKSON BLVD,CHI122,05/01/2018,15,1155924.803933969,1898487.691160325,41.877242774,-87.702952689,"(41.877242773826396, -87.7029526885659)"
4436 N WESTERN,CHI094,04/30/2018,11,1159528.872859255,1929555.5505854841,41.96242185,-87.688862275,"(41.9624218495406, -87.68886227502836)"
1754 N PULASKI RD,CHI157,05/01/2018,8,1149394.77705002,1911607.800369421,41.913374831,-87.7265886,"(41.91337483050126, -87.72658859994081)"
4041 W CHICAGO AVE,CHI107,05/01/2018,7,1149134.784201944,1904992.924714128,41.89522799,-87.727715334,"(41.89522798956752, -87.72771533433409)"
6226 W IRVING PARK RD,CHI083,05/01/2018,26,1133995.169966259,1925971.269149065,41.953074826,-87.782825538,"(41.95307482555687, -87.78282553773761)"
1315 W GARFIELD BLVD,CHI121,05/01/2018,46,1168444.530011629,1868118.434806125,41.793645091,-87.65786076399999,"(41.793645091444645, -87.6578607639445)"
1440 W CERMAK RD,CHI143,05/01/2018,27,1166927.4522247391,1889554.984178115,41.85250181,-87.662810318,"(41.85250180995818, -87.66281031843234)"
5006 S WESTERN BLVD,CHI173,05/01/2018,22,1161333.9685091001,1871365.4147041482,41.802705576,-87.68384478899999,"(41.80270557565183, -87.68384478927206)"
341 W 76th ST,CHI137,05/01/2018,1,1175175.124032429,1854511.45995174,41.756158269000004,-87.633586263,"(41.756158269344546, -87.6335862634599)"
2917 W ROOSEVELT,CHI019,05/01/2018,40,1156991.618473341,1894531.138408719,41.866364024,-87.69914296600001,"(41.866364024167034, -87.69914296647906)"
2080 W PERSHING,CHI005,04/30/2018,10,1163048.143263149,1878842.85060012,41.823188825,-87.677348795,"(41.823188824691925, -87.67734879498818)"
3212 W 55TH ST,CHI167,05/01/2018,1,1155816.394779406,1868011.518813136,41.793614646,-87.704170355,"(41.793614646148406, -87.7041703550325)"
4909 N CICERO AVE,CHI149,05/01/2018,164,1143500.84164955,1932251.2467454018,41.970134736,-87.747723797,"(41.970134735816295, -87.7477237971432)"
4124 W FOSTER AVE,CHI003,04/30/2018,102,1147852.58857067,1934274.994738347,41.975605302,-87.731669795,"(41.97560530194193, -87.73166979484374)"
5509 W FULLERTON,CHI041,05/01/2018,37,1139212.2827424,1915372.613784541,41.923897472,-87.76390557799999,"(41.92389747217995, -87.76390557836874)"
57 E 95TH,CHI035,05/01/2018,2,1178586.98154429,1841966.713809109,41.721657133,-87.621462899,"(41.72165713317433, -87.62146289865515)"
5330 S COTTAGE GROVE,CHI013,05/01/2018,43,1182452.725004514,1869711.7935478268,41.797703886,-87.606444779,"(41.79770388561477, -87.60644477865196)"
4432 N LINCOLN,CHI056,04/30/2018,1,1160697.51043315,1929507.413867631,41.96226556,-87.684566996,"(41.96226556022151, -87.68456699562915)"
6510 W BRYN MAWR AVE,CHI158,05/01/2018,24,1131748.243094333,1936860.226367278,41.982994526999995,-87.79083208799999,"(41.98299452666102, -87.79083208818419)"
4909 N CICERO AVE,CHI149,04/30/2018,122,1143500.84164955,1932251.2467454018,41.970134736,-87.747723797,"(41.970134735816295, -87.7477237971432)"
19 W CHICAGO AVE,CHI133,05/01/2018,5,1176000.008484107,1905682.004927479,41.896556106999995,-87.629025904,"(41.89655610710888, -87.62902590382873)"
3646 W MADISON,CHI009,04/30/2018,47,1151844.874455435,1899804.7533277469,41.880938186,-87.71789844899999,"(41.88093818643283, -87.71789844857646)"
215 E 63RD ST,CHI146,05/01/2018,56,1178876.815966598,1863250.9681009091,41.780056986999995,-87.61975472,"(41.78005698693417, -87.6197547203603)"
140 N ASHLAND,CHI076,05/01/2018,9,1165683.996995108,1901211.265605895,41.884514197,-87.667042094,"(41.88451419700416, -87.66704209415728)"
1638 N ASHLAND AVE,CHI113,05/01/2018,19,1165381.327302703,1911149.564060055,41.911792045,-87.667870459,"(41.91179204452259, -87.66787045896686)"
2443 N ASHLAND,CHI091,05/01/2018,33,1165293.159880782,1916479.2217672332,41.926418831,-87.668042465,"(41.926418831263994, -87.66804246498943)"
629 S STATE,CHI033,05/01/2018,43,1176497.696371563,1897411.293953239,41.873849599,-87.627447875,"(41.873849598744286, -87.62744787497319)"
11153 S VINCENNES,CHI022,05/01/2018,18,1167028.75294598,1830593.6014770658,41.690701951,-87.664122385,"(41.690701951255015, -87.66412238501842)"
445 W 127TH,CHI045,05/01/2018,104,1175468.445851752,1820629.228565181,41.663174059,-87.63352045200001,"(41.663174059325534, -87.63352045241697)"
3450 W 71ST,CHI015,05/01/2018,8,1154377.983623192,1857351.590718894,41.764390956999996,-87.70972842,"(41.76439095689881, -87.70972841983624)"
2900 W OGDEN,CHI021,04/30/2018,86,1157135.919535262,1892361.67589724,41.860407864,-87.69867209899999,"(41.86040786445197, -87.69867209877323)"
1754 N PULASKI RD,CHI157,04/30/2018,5,1149394.77705002,1911607.800369421,41.913374831,-87.7265886,"(41.91337483050126, -87.72658859994081)"
3655 W JACKSON,CHI008,04/30/2018,25,1151781.484945551,1898394.967222984,41.877070828,-87.718168316,"(41.87707082846323, -87.71816831641307)"
3521 N WESTERN,CHI026,05/01/2018,34,1159788.440574137,1923417.775809662,41.945574091,-87.688077853,"(41.945574090874274, -87.68807785258112)"
6818 S KEDZIE,CHI018,05/01/2018,12,1156183.4762995,1859144.993983757,41.769276221,-87.703062595,"(41.769276221338444, -87.70306259506)"
5440 W GRAND,CHI043,05/01/2018,10,1139652.88459503,1913310.682326263,41.918231266,-87.76233705799999,"(41.91823126606235, -87.7623370579504)"
3655 W JACKSON,CHI008,05/01/2018,23,1151781.484945551,1898394.967222984,41.877070828,-87.718168316,"(41.87707082846323, -87.71816831641307)"
5739 N NORTHWEST HWY,CHI156,05/01/2018,17,1132581.461485981,1938004.2788999868,41.986119389,-87.78774082700001,"(41.98611938850496, -87.7877408267013)"
4123 N CENTRAL AVE,CHI049,05/01/2018,2,1138310.38101538,1926965.395448081,41.955725645,-87.76693812299999,"(41.95572564479322, -87.76693812345056)"
346 W 76th ST,CHI136,05/01/2018,7,1175111.6405482942,1854589.688795628,41.756374355,-87.633816585,"(41.7563743554102, -87.6338165847716)"
324 S KEDZIE AVE,CHI123,05/01/2018,10,1155057.7681046259,1898246.715441378,41.876598942,-87.706142679,"(41.87659894232968, -87.70614267856668)"
1142 W IRVING PARK,CHI095,04/30/2018,67,1167789.528738809,1926747.106564999,41.954540866,-87.65857252100001,"(41.95454086624301, -87.65857252142276)"
2928 S HALSTED,CHI117,04/30/2018,9,1171407.142701029,1885330.6176069418,41.840812626,-87.64649261,"(41.84081262592384, -87.64649261049526)"
324 S KEDZIE AVE,CHI123,04/30/2018,11,1155057.7681046259,1898246.715441378,41.876598942,-87.706142679,"(41.87659894232968, -87.70614267856668)"
7739 S WESTERN,CHI064,05/01/2018,27,,,,,
7422 S JEFFERY,CHI101,04/30/2018,11,1190789.832029907,1856045.6704028682,41.760005505,-87.576312983,"(41.760005504685466, -87.57631298283938)"
4433 N WESTERN,CHI055,04/30/2018,13,1159610.1416344391,1929516.781948006,41.962313789,-87.688564554,"(41.96231378868856, -87.68856455418805)"
4045 W 55TH,CHI061,05/01/2018,3,1150149.5350973809,1867775.778433654,41.793079668000004,-87.724956656,"(41.79307966774864, -87.72495665631904)"
3111 N ASHLAND AVE,CHI171,05/01/2018,6,1165145.222818929,1920790.84196687,41.938253306,-87.66846320200001,"(41.938253305553516, -87.66846320182256)"
10318 S INDIANAPOLIS,CHI120,05/01/2018,113,1203645.368140905,1837056.144574041,41.707576903,-87.529848261,"(41.70757690291348, -87.52984826112849)"
4929 S PULASKI,CHI030,05/01/2018,31,1150573.998715103,1871490.401558551,41.803264895,-87.72330350899999,"(41.80326489471, -87.72330350914287)"
5520 S WESTERN,CHI069,04/30/2018,16,,,,,
4831 W LAWRENCE AVE,CHI147,04/30/2018,41,1143137.859882784,1931435.232520927,41.967902328,-87.74907897700001,"(41.96790232791309, -87.74907897663441)"
2705 W IRVING PARK,CHI079,05/01/2018,88,1157555.242825448,1926426.21147583,41.953875265,-87.69620408899999,"(41.95387526461699, -87.69620408862693)"
1229 N WESTERN AVE,CHI127,05/01/2018,65,1160222.668005384,1908226.0930036998,41.903878079,-87.686902742,"(41.90387807933294, -87.68690274176198)"
4432 N LINCOLN,CHI056,05/01/2018,4,1160697.51043315,1929507.413867631,41.96226556,-87.684566996,"(41.96226556022151, -87.68456699562915)"
4674 W PETERSON AVE,CHI116,05/01/2018,12,1144100.8404128458,1939510.241737531,41.990042674,-87.745334319,"(41.99004267366519, -87.7453343185986)"
2550 W 79TH,CHI067,05/01/2018,10,1160502.556225173,1852230.0317325331,41.750212593,-87.68742106299999,"(41.75021259302275, -87.6874210628529)"
1334 W GARFIELD BLVD,CHI119,04/30/2018,34,1168211.288538348,1868328.4656455282,41.794226466,-87.658709999,"(41.79422646635146, -87.65870999891658)"
3535 E 95TH ST,CHI140,05/01/2018,2,1201486.255858151,1842590.389225195,41.722818321999995,-87.537567465,"(41.722818322421595, -87.53756746533104)"
449 N COLUMBUS DR,CHI124,05/01/2018,1,1178428.35425324,1903326.613409231,41.890037755,-87.620179034,"(41.89003775504898, -87.62017903427099)"
6125 N CICERO AVE,CHI114,05/01/2018,6,1143321.446253045,1940251.313896504,41.992090875,-87.74818249,"(41.99209087530193, -87.74818249018868)"
5432 W LAWRENCE,CHI103,05/01/2018,3,1139099.594130043,1931391.06349442,41.96785573,-87.76392864399999,"(41.96785573012919, -87.76392864369929)"
3100 W AUGUSTA,CHI011,05/01/2018,10,1155438.362612354,1906531.350675229,41.899325141,-87.704522346,"(41.89932514072566, -87.70452234551168)"
